 0| 32| 1
 1| 32| 1
 2| 32| 1
 3| 32| 1
 4| 32| 1
 5| 32| 1
 6| 32| 1
 7| 32| 1
 8| 32| 1
 9| 32| 1
 10| 32| 1
 11| 32| 1
 12| 32| 1
 13| 32| 1
 14| 32| 1
 15| 32| 1
 16| 32| 1
 17| 32| 1
 18| 32| 1
 19| 32| 1
 20| 32| 1
 21| 32| 1
 22| 32| 1
 23| 32| 1
 24| 32| 1
 25| 32| 1
 26| 32| 1
 27| 32| 1
 28| 32| 1
 29| 32| 1
 30| 32| 1
 31| 32| 1
 32| 32| 1
 33| 33| 1
 34| 34| 1
 35| 35| 1
 36| 36| 1
 37| 37| 1
 38| 38| 1
 39| 39| 1
 40| 40| 1
 41| 41| 1
 42| 42| 1
 43| 43| 1
 44| 44| 1
 45| 45| 1
 46| 46| 1
 47| 47| 1
 48| 48| 1
 49| 49| 1
 50| 50| 1
 51| 51| 1
 52| 52| 1
 53| 53| 1
 54| 54| 1
 55| 55| 1
 56| 56| 1
 57| 57| 1
 58| 58| 1
 59| 59| 1
 60| 60| 1
 61| 61| 1
 62| 62| 1
 63| 63| 1
 64| 64| 1
 65| 65| 1
 66| 66| 1
 67| 67| 1
 68| 68| 1
 69| 69| 1
 70| 70| 1
 71| 71| 1
 72| 72| 1
 73| 73| 1
 74| 74| 1
 75| 75| 1
 76| 76| 1
 77| 77| 1
 78| 78| 1
 79| 79| 1
 80| 80| 1
 81| 81| 1
 82| 82| 1
 83| 83| 1
 84| 84| 1
 85| 85| 1
 86| 86| 1
 87| 87| 1
 88| 88| 1
 89| 89| 1
 90| 90| 1
 91| 91| 1
 92| 92| 1
 93| 93| 1
 94| 94| 1
 95| 95| 1
 96| 96| 1
 97| 97| 1
 98| 98| 1
 99| 99| 1
 100| 100| 1
 101| 101| 1
 102| 102| 1
 103| 103| 1
 104| 104| 1
 105| 105| 1
 106| 106| 1
 107| 107| 1
 108| 108| 1
 109| 109| 1
 110| 110| 1
 111| 111| 1
 112| 112| 1
 113| 113| 1
 114| 114| 1
 115| 115| 1
 116| 116| 1
 117| 117| 1
 118| 118| 1
 119| 119| 1
 120| 120| 1
 121| 121| 1
 122| 122| 1
 123| 123| 1
 124| 124| 1
 125| 125| 1
 126| 126| 1
 127| 32| 1
 128| 199| 1
 129| 252| 1
 130| 233| 1
 131| 226| 1
 132| 228| 1
 133| 224| 1
 134| 229| 1
 135| 231| 1
 136| 234| 1
 137| 235| 1
 138| 232| 1
 139| 239| 1
 140| 238| 1
 141| 236| 1
 142| 196| 1
 143| 197| 1
 144| 201| 1
 145| 230| 1
 146| 198| 1
 147| 244| 1
 148| 246| 1
 149| 242| 1
 150| 251| 1
 151| 249| 1
 152| 255| 1
 153| 214| 1
 154| 220| 1
 155| 248| 1
 156| 163| 1
 157| 216| 1
 158| 215| 1
 159| 131| 1
 160| 225| 1
 161| 237| 1
 162| 243| 1
 163| 218| 1
 164| 241| 1
 165| 209| 1
 166| 170| 1
 167| 186| 1
 168| 191| 1
 169| 174| 1
 170| 172| 1
 171| 189| 1
 172| 188| 1
 173| 161| 1
 174| 171| 1
 175| 187| 1
 176| 186| 1
 177| 177| 1
 178| 178| 1
 179| 166| 1
 180| 166| 1
 181| 193| 1
 182| 194| 1
 183| 192| 1
 184| 169| 1
 185| 166| 1
 186| 166| 1
 187| 43| 1
 188| 43| 1
 189| 162| 1
 190| 165| 1
 191| 43| 1
 192| 43| 1
 193| 45| 1
 194| 45| 1
 195| 43| 1
 196| 45| 1
 197| 43| 1
 198| 227| 1
 199| 195| 1
 200| 43| 1
 201| 43| 1
 202| 45| 1
 203| 45| 1
 204| 166| 1
 205| 45| 1
 206| 43| 1
 207| 45| 1
 208| 240| 1
 209| 208| 1
 210| 202| 1
 211| 203| 1
 212| 200| 1
 213| 105| 1
 214| 205| 1
 215| 206| 1
 216| 207| 1
 217| 43| 1
 218| 43| 1
 219| 166| 1
 220| 95| 1
 221| 166| 1
 222| 204| 1
 223| 175| 1
 224| 211| 1
 225| 223| 1
 226| 212| 1
 227| 210| 1
 228| 245| 1
 229| 213| 1
 230| 181| 1
 231| 254| 1
 232| 222| 1
 233| 250| 1
 234| 219| 1
 235| 249| 1
 236| 253| 1
 237| 221| 1
 238| 175| 1
 239| 180| 1
 240| 45| 1
 241| 177| 1
 242| 95| 1
 243| 190| 1
 244| 182| 1
 245| 167| 1
 246| 247| 1
 247| 184| 1
 248| 176| 1
 249| 168| 1
 250| 183| 1
 251| 185| 1
 252| 179| 1
 253| 178| 1
 254| 166| 1
 255| 32| 1
